# m MJD offset
# Subtract offset as function of MJD in each order m. Missing m means no calibration available
67 58655.597778 -0.523303
67 58655.602885 -1.236860
67 58655.608737 -1.959415
67 58655.657855 2.813563
67 58655.701082 3.771440
67 58655.707991 3.394750
67 58655.729781 1.903129
67 58655.739409 0.684926
67 58655.810879 -0.167236
67 58655.857048 2.779605
67 58656.290392 0.816000
67 58656.362426 -0.413764
67 58656.369960 0.040387
67 58656.386069 0.139180
67 58656.401983 0.783540
67 58656.408986 0.686647
67 58656.453951 0.741589
67 58656.504527 3.424766
67 58656.542699 5.277696
67 58656.678194 4.369056
67 58656.738772 -0.419303
67 58656.751479 -1.295462
67 58656.764984 -1.443382
67 58656.805078 -0.199623
67 58656.851294 5.496224
67 58657.258771 2.101494
67 58657.338800 0.959303
67 58657.395155 -2.128762
67 58657.399822 -1.976477
67 58657.403613 -1.568309
67 58657.411128 -1.328196
67 58657.415750 -1.105033
67 58657.421066 -0.727414
67 58657.480562 0.785587
67 58657.493280 1.494902
67 58657.500124 1.952494
67 58657.574995 -1.854011
67 58657.581284 -1.462272
67 58657.588261 -1.108461
67 58657.625070 -1.410188
67 58658.306772 -6.210311
67 58658.343584 -8.119644
67 58658.349164 -8.177512
67 58658.354425 -8.352894
67 58658.367779 -8.446345
67 58658.376810 -7.661496
67 58658.381387 -7.565137
67 58658.399497 -3.575879
67 58658.426241 3.142752
67 58658.431573 2.831155
67 58658.440075 2.987122
67 58658.447540 2.686102
67 58658.453635 2.788028
67 58658.459123 1.512178
67 58658.509716 -4.795827
67 58658.551621 -5.616180
67 58658.554819 -5.474510
67 58658.558061 -5.233296
67 58658.562357 -5.365340
67 58658.565391 -5.791860
67 58658.612949 -1.791315
67 58658.618631 -1.403495
67 58658.623863 -1.645070
67 58658.707262 -5.946539
67 58658.830649 0.072064
67 58659.298232 -6.735306
67 58659.370453 -4.739239
67 58659.378972 -4.796357
67 58659.388186 -4.495731
67 58659.434825 -0.435305
67 58659.471297 -4.125060
67 58659.487709 -5.640039
67 58659.494532 -6.215365
67 58659.503879 -5.808346
67 58659.527136 -5.591997
67 58659.532489 -5.410416
67 58659.576173 -3.897996
67 58659.585389 -1.507654
67 58659.590009 -0.316909
67 58659.809915 -2.492284
67 58659.817499 -2.397496
67 58659.820236 -2.640690
67 58659.824343 -2.281987
67 58659.828659 -2.418080
67 58659.830020 -2.590079
67 58659.843989 -2.845968
67 58686.354603 3.187760
67 58686.362903 2.414120
67 58686.383564 2.139603
67 58686.389172 1.091326
67 58686.442995 3.618284
67 58686.454495 2.938156
67 58686.473293 3.625641
67 58686.483468 2.613071
67 58686.537081 1.755047
67 58686.546673 1.115272
67 58686.555423 0.641687
67 58686.590240 0.949328
67 58686.637647 -2.477738
67 58686.688572 0.696104
67 58686.695430 0.936699
67 58686.702695 1.512185
67 58686.751369 0.218561
67 58686.760107 -0.728988
67 58686.779400 -0.863714
67 58686.787180 -1.405077
67 58687.361496 0.409688
67 58687.367146 0.959583
67 58687.372277 1.847895
67 58687.431207 6.808252
67 58687.497660 5.646724
67 58687.501842 4.971408
67 58687.519217 2.962790
67 58687.610561 -5.544644
67 58687.662181 -1.785527
67 58687.669014 -1.793379
67 58687.672270 -1.662688
67 58687.734483 0.969193
67 58687.769338 2.580304
67 58687.821042 0.106110
67 58688.363561 -3.459041
67 58688.369438 -3.225235
67 58688.393259 -3.707716
67 58688.413473 -3.621951
67 58688.421708 -4.358259
67 58688.479012 -3.176783
67 58688.541341 -3.555341
67 58688.547977 -3.014986
67 58688.568070 -1.198610
67 58688.596036 0.210019
67 58688.608385 0.464827
67 58688.618696 -0.643049
67 58688.630652 -2.026262
67 58688.730959 -5.542623
67 58688.738826 -5.252801
67 58688.745968 -4.467569
67 58700.367125 4.670819
67 58700.423891 2.674384
67 58700.501048 1.487669
67 58700.583698 4.689351
67 58700.603552 4.677967
67 58700.620277 4.070362
67 58700.624110 3.889417
67 58700.698536 -1.118104
67 58700.746573 4.517072
67 58700.749724 4.910577
67 58700.752361 5.704237
67 58701.304352 -2.627343
67 58701.339829 1.051094
67 58701.409546 9.510286
67 58701.490559 3.744304
67 58701.544030 -0.982594
67 58701.550263 -0.481408
67 58701.555331 -1.127266
67 58701.616657 -2.214457
67 58701.672153 -3.625750
67 58701.677941 -3.433254
67 58701.683014 -2.977786
67 58701.731598 -1.135991
67 58701.782024 -0.719902
67 58701.790492 -0.530686
67 58701.810265 0.378927
67 58701.825517 0.043021
67 58701.829289 -0.123215
67 58701.832716 -0.117332
67 58701.835459 -0.359014
67 58702.299342 1.113704
67 58702.371602 1.523159
67 58702.512030 2.020599
67 58702.551926 0.102231
67 58702.555962 0.120527
67 58702.571870 0.052359
67 58702.729197 1.711934
67 58702.736650 1.411444
67 58702.755135 1.647541
67 58702.769869 1.526478
67 58702.781847 2.511204
67 58702.828169 2.759648
67 58703.380516 1.641185
67 58703.427408 2.681713
67 58703.463836 4.076005
67 58703.506710 1.548484
67 58703.569199 3.889403
67 58703.573577 3.556262
67 58703.578071 3.504024
67 58703.618341 1.251949
67 58703.628174 1.612082
67 58703.635961 1.711792
67 58703.681402 3.155534
67 58703.732332 4.203815
67 58703.740463 3.679012
67 58703.761421 3.511890
67 58703.774040 3.051358
67 58703.785700 3.126103
67 58703.808665 3.143418
67 58703.828987 3.430668
67 58703.835457 3.585224
67 58707.365336 0.882343
67 58707.372058 0.132121
67 58707.389511 -0.354230
67 58707.407768 -1.307376
67 58707.417259 -1.201123
67 58707.467447 1.921585
67 58707.477973 2.109463
67 58707.492134 2.380950
67 58707.535283 0.915349
67 58707.582917 2.228091
67 58707.590614 1.264754
67 58707.612805 -0.264839
67 58707.619728 -0.850135
67 58707.676798 -2.454291
67 58707.683792 -2.958293
67 58707.706356 -3.438510
67 58707.713579 -3.674968
67 58707.757677 -3.607876
67 58707.763853 -3.851316
67 58707.769954 -3.818149
67 58707.780295 -3.050452
67 58707.792083 -2.586432
67 58707.803075 -1.523735
67 58707.814547 0.223485
67 58707.825256 1.881695
67 58707.830044 2.259103
67 58707.835277 3.297113
67 58708.373547 -2.993340
67 58708.380984 -1.970338
67 58708.392935 -0.893531
67 58708.403896 0.120350
67 58708.459220 -0.437203
67 58708.465283 -0.761502
67 58708.473481 -1.370254
67 58708.513737 -1.271703
67 58708.521565 -1.737964
67 58708.541535 -2.522161
67 58708.548769 -2.768332
67 58708.591266 -3.551080
67 58708.596143 -2.906402
67 58708.600924 -2.474824
67 58708.643433 -1.166448
67 58708.737574 -2.621752
67 58708.744533 -2.563900
67 58708.771340 -1.352477
67 58708.781844 -0.994693
67 58708.785473 -0.710646
67 58708.789350 -0.375497
67 58708.793590 -0.350112
67 58708.840306 0.320870
67 58709.279200 -4.961440
67 58709.349204 -2.171302
67 58709.356859 -2.595900
67 58709.360436 -2.582964
67 58709.371501 -2.951316
67 58709.380585 -2.623101
67 58709.389859 -2.594018
67 58709.399331 -2.173605
67 58709.404132 -2.074613
67 58709.443454 -3.128945
67 58709.474142 -1.815469
67 58709.525669 1.506141
67 58709.528744 1.488955
67 58709.532705 1.586668
67 58709.572495 -1.516337
67 58709.598376 -0.811527
67 58709.651789 -2.966935
67 58709.655897 -2.814494
67 58709.661043 -3.020021
67 58709.707297 -3.553473
67 58709.718956 -3.804743
67 58709.730906 -3.855456
67 58709.799759 -4.506833
67 58709.804670 -4.381639
67 58709.810167 -4.199970
67 58709.814868 -4.112574
67 58709.826901 -2.761999
67 58709.840029 -1.514852
67 58710.342607 -3.116447
67 58710.395856 -2.069572
67 58710.409681 -1.259140
67 58710.416995 -0.924346
67 58710.423375 -1.146290
67 58710.435594 -1.127956
67 58710.489114 -0.508495
67 58710.498729 -0.452408
67 58710.507183 -0.480824
67 58710.558130 -0.294228
67 58710.619081 -1.219257
67 58710.668659 -0.353522
67 58710.682131 0.135072
67 58710.696499 0.638997
67 58710.701991 0.791078
67 58710.758743 2.978772
67 58711.357918 12.340485
67 58711.368058 14.272776
67 58711.376083 15.277140
67 58711.423320 15.162675
67 58711.510596 13.576582
67 58711.515615 13.209829
67 58711.556363 11.391440
67 58711.562180 10.969230
67 58711.608912 3.608273
67 58711.851945 12.250103
67 58712.280833 9.791635
67 58712.338094 11.844583
67 58712.429640 17.994989
67 58712.545786 19.416003
67 58712.701077 16.672535
67 58712.863355 14.220686
67 58713.289421 3.332865
67 58713.333420 11.355270
67 58713.402941 13.263167
67 58713.627752 22.586472
67 58713.668367 3.523404
67 58713.714460 -5.071166
67 58713.807039 15.905651
67 58714.648133 13.854971
67 58715.441212 25.262582
67 58715.507474 19.231184
67 58715.512860 18.607454
67 58715.528944 16.158962
67 58715.557710 12.258749
67 58715.570149 11.751767
67 58715.582334 14.049926
67 58715.610250 19.453266
67 58715.617149 20.981190
67 58715.683898 18.720045
67 58715.696097 17.477453
67 58715.712363 14.874631
67 58715.724296 12.592252
67 58715.752181 7.242383
67 58715.763009 5.860391
67 58715.766870 6.430994
67 58715.774958 7.805299
67 58715.783245 9.323620
67 58715.799951 12.279470
67 58715.808393 14.009976
67 58715.813246 15.037581
67 58715.817217 15.240360
67 58717.360772 11.887980
67 58717.367645 12.856120
67 58717.390413 15.233727
67 58717.400160 16.005196
67 58717.439731 12.194333
67 58717.498354 17.529579
67 58717.509298 17.348708
67 58717.535081 17.266426
67 58717.542140 17.215119
67 58717.547578 16.623889
67 58717.555953 16.486037
67 58717.605188 12.709993
67 58717.621483 11.907602
67 58717.627544 11.664300
67 58717.681132 10.770405
67 58717.685498 10.388945
67 58717.689251 10.357311
67 58717.705119 10.751861
67 58717.709722 10.889084
67 58717.714586 10.715126
67 58717.765331 13.192290
67 58717.776548 14.541867
67 58717.802539 17.650625
67 58717.810586 18.899705
67 58718.342735 16.785260
67 58718.442508 18.848089
67 58718.449124 18.530357
67 58718.454794 18.427339
67 58718.458881 18.199038
67 58718.464145 17.999173
67 58718.519723 17.106153
67 58718.577710 16.254854
67 58718.656146 16.281379
67 58718.699014 12.425145
67 58718.738894 15.174393
67 58718.748388 15.157508
67 58718.762091 15.524286
67 58718.779356 15.697469
67 58718.798484 16.161703
67 58718.810403 15.726673
67 58718.814301 15.764246
67 58719.276892 14.814153
67 58719.388655 13.610092
67 58719.394463 13.540364
67 58719.421959 12.355628
67 58719.429369 12.092448
67 58719.479116 14.699940
67 58719.482878 14.733534
67 58719.490046 14.505819
67 58719.504069 13.800388
67 58719.509070 13.847342
67 58719.512962 13.959316
67 58719.516962 14.127025
67 58719.537421 13.704058
67 58719.547856 14.241401
67 58719.556261 14.609419
67 58719.575318 16.312927
67 58719.584224 16.542330
67 58719.655835 12.626604
67 58719.704024 12.898756
67 58719.711351 12.323791
67 58719.715410 12.395595
67 58719.723679 11.955954
67 58719.727501 12.063189
67 58719.736004 11.785121
67 58719.739098 11.327964
67 58719.746425 11.536839
67 58719.754323 12.189679
67 58719.767708 13.383455
67 58719.777186 13.991576
67 58719.783002 15.091045
67 58719.787881 15.912210
67 58719.825182 15.064951
67 58720.381821 14.394633
67 58720.390152 14.756561
67 58720.400301 14.491387
67 58720.404799 14.271493
67 58720.417595 14.491033
67 58720.426952 14.179898
67 58720.441109 13.809032
67 58720.449986 13.793140
67 58720.458065 13.682876
67 58720.466466 13.490706
67 58720.475135 13.406980
67 58720.488416 13.127641
67 58720.498328 13.142971
67 58720.503822 13.307066
67 58720.515352 13.300332
67 58720.541906 14.659172
67 58720.550298 15.004072
67 58720.599650 14.884212
67 58720.606119 14.634408
67 58720.610811 14.435394
67 58720.685425 12.356013
67 58720.691873 11.518270
67 58720.701189 10.294131
67 58720.748015 9.053745
67 58720.762826 10.488917
67 58720.773825 11.253396
67 58720.777808 11.897564
67 58720.822797 13.846333
67 58720.829643 13.194313
67 58720.840912 12.033328
67 58721.392184 4.362621
67 58721.396504 4.199653
67 58721.400289 4.539436
67 58721.481126 3.143318
67 58721.600885 2.585142
67 58721.607633 2.861403
67 58721.627255 3.097727
67 58721.650244 2.654121
67 58721.667406 0.873993
67 58721.671736 0.403654
67 58721.676706 0.239561
67 58721.681018 0.094054
67 58721.702396 -0.381857
67 58721.711184 -0.519264
67 58721.720326 -0.018516
67 58721.724217 -0.171400
67 58721.733596 0.154496
67 58721.737292 0.306736
67 58721.741373 0.452731
67 58721.752491 0.592608
67 58721.776299 2.632658
67 58721.798860 4.658115
67 58721.810303 5.404694
67 58721.814720 5.265185
67 58721.819035 5.168841
67 58721.823347 4.922211
67 58735.471799 1.886847
67 58735.477494 1.790349
67 58735.482619 1.901568
67 58735.527356 1.223320
67 58735.535500 1.126923
67 58735.550157 -0.285907
67 58735.568752 -0.860926
67 58735.578171 -1.813102
67 58735.620607 -4.076765
67 58735.629582 -3.903005
67 58735.647796 -3.275522
67 58735.654405 -2.734518
67 58735.662506 -3.181587
67 58735.689729 -4.039539
67 58735.704497 -5.179611
67 58735.709116 -5.361138
67 58735.715112 -5.590687
67 58735.718949 -5.840459
67 58736.292551 -4.118389
67 58736.376192 -7.376164
67 58736.412464 3.267919
67 58736.460817 5.173638
67 58736.465227 5.526432
67 58736.469510 5.610320
67 58736.481662 4.405258
67 58736.486482 4.507265
67 58736.500958 3.692315
67 58736.504659 3.438705
67 58736.516322 2.093582
67 58736.525406 1.690151
67 58736.533955 2.011475
67 58736.548357 1.856338
67 58736.554057 1.839099
67 58736.561180 2.285658
67 58736.614368 4.445138
67 58737.662216 1.813239
67 58737.666421 1.145514
67 58737.670998 1.713104
67 58737.721381 -7.486535
67 58737.728423 -7.854803
67 58737.746220 -7.971567
67 58737.759496 -6.717147
67 58737.774851 -6.374012
67 58737.790827 -5.462941
67 58737.834470 4.551991
67 58738.345477 4.273809
67 58738.375813 1.443257
67 58738.405458 3.134832
67 58738.450377 2.297924
67 58738.456841 2.569687
67 58738.471700 3.337380
67 58738.482886 4.069094
67 58738.541298 0.377563
67 58738.612048 -3.358139
67 58738.647292 -1.383041
67 58738.656876 -1.180515
67 58738.659385 -0.976444
67 58738.663912 -1.111967
67 58738.667774 -0.675586
67 58738.720156 -1.364234
67 58738.766808 3.890849
67 58738.813705 5.667911
67 58739.384057 -1.127569
67 58739.386898 -0.971209
67 58739.391469 -1.202886
67 58739.399879 -1.282914
67 58739.407467 -1.450381
67 58739.414394 -1.548653
67 58739.425861 -2.466684
67 58739.449807 -4.099183
67 58739.455190 -4.640055
67 58739.490364 -3.281353
67 58739.527347 -3.625322
67 58739.530854 -3.857650
67 58739.539197 -4.819712
67 58739.581831 -3.966000
67 58739.651792 -5.370308
67 58739.701369 -7.290506
67 58739.759157 -5.983834
67 58739.766720 -5.980036
67 58739.778399 -4.872681
67 58739.784863 -4.026291
67 58739.788589 -3.555499
67 58739.792935 -3.143283
67 58740.333830 -1.880440
67 58740.368146 -8.275904
67 58740.442065 -5.709396
67 58740.472680 -5.999373
67 58740.503865 -4.427870
67 58740.546187 -2.033621
67 58740.553561 -2.312809
67 58740.574310 -2.598521
67 58740.584468 -2.768860
67 58740.628576 -2.795196
67 58740.634957 -3.151090
67 58740.649710 -4.127673
67 58740.669151 -4.679049
67 58740.688218 -6.058726
67 58740.712873 -8.452482
67 58740.729623 -9.787095
67 58740.735498 -10.240644
67 58740.781405 -5.508647
67 58740.796041 -4.217497
67 58740.805104 -2.682015
67 58740.809312 -2.240388
67 58741.259934 -2.790529
67 58741.287135 -4.568784
67 58741.365186 -5.499947
67 58741.378852 -4.808215
67 58741.399791 -3.775547
67 58741.404334 -3.516105
67 58741.510902 -0.374946
67 58741.515750 -0.693867
67 58741.520229 -0.767417
67 58741.528258 -1.055164
67 58741.533244 -1.249829
67 58741.580085 -1.255262
67 58741.587003 -1.317920
67 58741.593566 -1.325068
67 58741.657274 -1.109421
67 58741.663043 -1.547134
67 58741.668636 -2.015150
67 58741.674121 -2.360637
67 58741.687067 -3.414295
67 58741.708133 -3.693020
67 58741.728268 -3.667197
67 58741.747041 -2.982461
67 58741.765539 -2.925002
67 58741.771759 -2.566718
67 58741.815214 -0.539664
67 58742.316138 -2.477329
67 58742.361464 -2.521327
67 58742.422816 -1.476127
67 58742.428490 -1.838162
67 58742.441881 -2.811754
67 58742.479380 -0.958916
67 58743.338766 6.138685
67 58743.386198 3.678785
67 58743.394970 3.021687
67 58743.399951 2.069888
67 58743.441577 -2.667754
67 58743.551943 3.127273
67 58744.277269 -3.084231
67 58744.399226 -4.211216
67 58744.404937 -4.002808
67 58744.425439 -2.794329
67 58744.445259 -2.506620
67 58744.452292 -2.243322
67 58744.495229 -3.222105
67 58744.526146 -3.486569
67 58744.585862 -0.271635
67 58744.623232 -1.883106
67 58744.638800 -3.030480
67 58744.645857 -3.794022
67 58744.753258 -0.927168
67 58745.263107 -13.310349
67 58745.413128 -16.846594
67 58745.479696 -16.221598
67 58745.487787 -16.461080
67 58745.491234 -16.242230
67 58745.495472 -16.422230
67 58745.501422 -16.305944
67 58745.505550 -16.133683
67 58745.520817 -15.685542
67 58745.533485 -15.484820
67 58745.589720 -15.844512
67 58745.664778 -13.472301
67 58745.697108 -17.065200
67 58745.749188 -18.550821
67 58745.753438 -18.264358
67 58745.757931 -18.191875
67 58745.772137 -17.268022
67 58745.780928 -16.563919
67 58745.790754 -15.302064
67 58745.796126 -14.824450
67 58745.799853 -13.969772
67 58755.304914 -36.015069
67 58755.368660 -8.808649
67 58755.475471 2.763979
67 58755.480412 2.713822
67 58755.485036 2.716963
67 58755.497933 2.642245
67 58755.502312 1.899415
67 58755.507504 2.430525
67 58755.545547 5.293108
67 58755.592697 0.905433
67 58755.598282 1.539870
67 58755.619701 2.980225
67 58755.632599 4.131493
67 58755.637503 4.336431
67 58755.695795 -1.620773
67 58755.704700 -2.071280
